,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data
856,36,1110,811.66952937135,480.0,7296.0,4528.33,606563.0,194.07,25995.56,13585,1819689,70
857,14,5105,1118.3148323880564,300.0,4979.0,13634.54,703445.38,484.29,24985.77,177249,9144790,366
858,32,11593,1018.5073429098788,300.0,12292.0,15582.4,934867.2,590.24,35411.64,77912,4674336,132
859,14,5155,759.6644324928818,360.0,4849.0,45923.23,722588.38,1631.15,25665.71,597002,9393649,366
860,12,2825,819.5835332501679,180.0,4689.0,5558.23,538173.46,197.42,19115.45,72257,6996255,366
861,10,4643,1339.2645635765434,360.0,1486.0,981.37,843985.75,34.74,29875.6,7851,6751886,226
862,10,4643,1339.2645635765434,360.0,1486.0,1873.6,925219.4,67.88,33522.44,9368,4626097,138
863,10,4643,1339.2645635765434,360.0,1423.0,981.37,843985.75,34.74,29875.6,7851,6751886,226
864,10,4643,1339.2645635765434,360.0,1423.0,1873.6,925219.4,67.88,33522.44,9368,4626097,138
865,15,411,594.2994134871418,360.0,5460.0,18677.85,213478.31,663.42,7582.56,242812,2775218,366
866,16,1668,785.4669867947179,360.0,5204.0,1777.77,2639452.85,63.14,93751.06,23111,34312887,366
867,10,4495,1356.1844863731656,660.0,1148.0,952.08,94905.85,33.82,3370.97,12377,1233776,366
868,16,1877,429.20935627295574,180.0,5232.0,3993.85,1756190.69,141.86,62378.36,51920,22830479,366
869,17,4258,356.27607646369063,180.0,5739.0,18223.92,703857.92,647.3,25000.42,236911,9150153,366
870,19,7220,3146.921347035213,2760.0,585.0,19245.4,260568.5,723.51,9795.81,192454,2605685,266
871,14,5096,376.08981735564015,180.0,5035.0,19612.46,860705.77,696.62,30571.52,254962,11189175,366
872,16,1886,445.4974819654281,240.0,5377.0,8328.38,1128368.77,295.82,40078.67,108269,14668794,366
873,10,4555,615.0386930352537,240.0,1143.0,1020.15,179849.77,36.23,6388.11,13262,2338047,366
874,26,6447,1216.5079365079366,780.0,11172.0,1263.08,810453.69,45.23,29024.51,16420,10535898,363
875,30,7333,439.3323216995448,180.0,1703.0,5842.2,1184867.4,219.63,44543.89,58422,11848674,266
876,36,1247,750.2881475482641,420.0,7217.0,111951.0,890486.33,4797.9,38163.7,335853,2671459,70
877,16,1764,391.32050590421386,180.0,5285.0,9147.23,390518.08,324.9,13870.86,118914,5076735,366
878,17,4292,457.18475073313783,240.0,5822.0,3454.31,849044.85,122.69,30157.33,44906,11037583,366
879,18,11351,2223.7078248384782,2100.0,9242.0,12765.33,341510.0,765.92,20490.6,38296,1024530,50
880,26,6446,689.8056350760886,480.0,11116.0,35599.08,228341.31,1274.9,8177.51,462788,2968437,363
881,15,601,1334.7837338262475,300.0,5604.0,1200.38,284311.38,42.75,10126.16,15605,3696048,365
882,7,4867,319.0671873613207,180.0,5973.0,4513.38,447746.75,161.19,15990.96,36107,3581974,224
883,13,7625,290.7068431427767,180.0,129.0,6016.89,312292.11,216.61,11242.52,54152,2810629,250
884,18,11294,258.76967930029156,180.0,9210.0,20804.67,346184.33,1248.28,20771.06,62414,1038553,50
885,19,7022,313.14839533399106,180.0,425.0,2858.2,526778.0,107.45,19803.68,28582,5267780,266
886,26,6428,724.0583213446561,480.0,11214.0,39893.15,674053.31,1428.68,24139.65,518611,8762693,363
887,33,6819,486.55434958691075,240.0,2227.0,4134.6,695550.9,142.08,23902.09,41346,6955509,291
888,19,7024,274.61546338965695,180.0,609.0,5272.3,412957.8,198.21,15524.73,52723,4129578,266
889,33,6759,250.54735693603212,120.0,2007.0,25486.7,792469.7,875.83,27232.64,254867,7924697,291
890,17,4413,935.9591489361702,420.0,5807.0,1210.69,695839.69,43.0,24715.62,15739,9045916,366
891,23,6012,232.1899394891219,180.0,10168.0,8419.69,724074.0,299.06,25718.48,109456,9412962,366
892,33,6787,1230.764855708598,420.0,2092.0,46490.3,541234.1,1597.6,18599.11,464903,5412341,291
893,10,4516,477.8674072967296,240.0,1284.0,17046.0,312669.69,605.46,11105.75,221598,4064706,366
894,10,4594,431.1698659905831,240.0,1473.0,2899.77,742694.92,103.0,26379.87,37697,9655034,366
895,28,5764,341.01457899434695,120.0,9997.0,7668.33,1210505.56,267.5,42226.94,69015,10894550,258
896,16,1675,651.5755036188855,300.0,5218.0,41769.31,2274724.31,1483.61,80796.22,543001,29571416,366
897,17,4374,529.4319945866338,240.0,5737.0,12888.31,654695.62,457.78,23254.22,167548,8511043,366
898,19,7114,1744.5729145829166,480.0,664.0,2298.4,689514.5,86.41,25921.6,22984,6895145,266
899,13,7529,528.8912082514735,300.0,107.0,21700.33,528492.89,781.21,19025.74,195303,4756436,250
900,18,11227,1564.7064178425126,1440.0,9405.0,7424.0,152563.33,445.44,9153.8,22272,457690,50
901,19,7050,1266.0287942411517,360.0,573.0,3975.3,428844.7,149.45,16121.98,39753,4288447,266
902,23,6104,299.6534063839924,180.0,10253.0,3127.77,168112.54,111.1,5971.21,40661,2185463,366
903,28,5809,380.9314388813712,180.0,9879.0,4664.15,655836.46,165.67,23294.74,60634,8525874,366
904,14,5239,2088.653511472864,1740.0,5001.0,14262.85,614461.31,506.6,21825.13,185417,7987997,366
905,22,6721,5107.71855010661,3960.0,4426.0,831.09,56444.82,29.11,1977.37,9142,620893,314
906,26,6479,1544.5882255663969,1500.0,11183.0,9649.08,405679.92,345.56,14528.48,125438,5273839,363
907,30,7394,288.9608032620737,120.0,1878.0,6814.4,309048.4,256.18,11618.36,68144,3090484,266
908,33,6774,253.25726456716873,120.0,2139.0,4283.8,656865.0,147.21,22572.68,42838,6568650,291
909,7,4842,383.641797864037,180.0,5897.0,10780.38,801748.5,385.01,28633.88,86243,6413988,224
910,7,4865,451.21186922841264,180.0,5862.0,5001.12,447800.25,178.61,15992.87,40009,3582402,224
911,33,6874,2702.463321415362,900.0,2069.0,5361.1,373605.7,184.23,12838.68,53611,3736057,291
912,23,6097,2347.517786561265,2160.0,10281.0,913.23,167467.69,32.44,5948.31,11872,2177080,366
913,14,5191,1035.5185311118669,360.0,4941.0,49078.77,1635638.0,1743.23,58096.43,638024,21263294,366
914,33,6796,1980.6838950574825,1680.0,2077.0,2735.5,376393.2,94.0,12934.47,27355,3763932,291
915,14,5243,2657.3960552413137,1980.0,5068.0,23276.08,268587.08,826.75,9539.98,302589,3491632,366
916,32,11469,383.6682122617208,240.0,12376.0,21127.0,1262315.0,800.27,47814.96,105635,6311575,132
917,13,7549,853.4881625551482,600.0,238.0,14665.56,332070.11,534.37,12099.72,131990,2988631,247
918,15,445,295.85925925925926,180.0,5470.0,4108.33,442765.67,208.9,22513.51,12325,1328297,59
919,22,6700,364.8876547038426,120.0,4521.0,22592.5,827311.9,821.55,30084.07,225925,8273119,275
920,15,431,1980.3958115183243,1560.0,5445.0,3931.31,377622.54,139.64,13412.82,51107,4909093,366
921,7,4843,1907.108971244313,840.0,6033.0,15055.13,867397.75,537.68,30978.49,120441,6939182,224
922,15,537,514.3890722049689,180.0,5528.0,8496.08,562401.54,301.77,19976.01,110449,7311220,366
923,14,4965,409.2227325947942,240.0,4832.0,29652.62,2449656.77,1053.23,87009.67,385484,31845538,366
924,19,7138,413.75926399182214,300.0,646.0,5374.9,510846.2,202.06,19204.74,53749,5108462,266
925,26,6540,1729.6088502568157,1140.0,11333.0,1824.46,452564.92,65.34,16207.56,23718,5883344,363
926,12,2887,504.04781436774874,300.0,4550.0,9042.0,2657859.69,322.04,94663.5,117546,34552176,365
927,25,6244,1794.6962002080402,1740.0,11469.0,24995.77,1907427.23,887.83,67750.15,324945,24796554,366
928,16,1829,393.390900390352,240.0,5281.0,16718.31,1756816.85,593.82,62400.6,217338,22838619,366
929,16,1628,3169.9983831851255,3060.0,5333.0,1396.92,130369.69,49.62,4630.62,18160,1694806,366
930,16,1858,491.93253689388615,180.0,5202.0,14452.0,382494.38,513.32,13585.87,187876,4972427,366
931,14,5108,317.5765920826162,180.0,4920.0,18454.08,1600127.77,655.47,56835.14,239903,20801661,366
932,17,4365,763.1559633027523,120.0,5808.0,5937.33,370853.83,258.14,16124.08,35624,2225123,138
933,33,6848,884.7413793103449,120.0,2188.0,884.33,73233.67,40.82,3380.02,2653,219701,65
934,18,11031,534.3882126841768,300.0,9418.0,984.67,66609.0,59.08,3996.54,2954,199827,50
935,26,6458,439.0426660279878,300.0,11127.0,15158.69,316539.92,542.87,11336.14,197063,4115019,363
936,33,6861,555.3477799666616,180.0,2022.0,1532.5,135645.5,52.66,4661.36,15325,1356455,291
937,7,66,742.661904489235,360.0,5952.0,29375.87,830869.38,1049.14,29673.91,235007,6646955,224
938,13,7679,363.53237410071944,180.0,147.0,3463.22,504829.11,124.68,18173.85,31169,4543462,250
939,13,7738,335.605734549753,180.0,31.0,6041.0,343741.56,218.35,12424.39,54369,3093674,249
940,23,5931,656.6467563496598,360.0,10255.0,2842.62,289026.38,100.97,10265.96,36954,3757343,366
941,28,5815,351.05479089465325,120.0,10000.0,12448.31,592961.62,442.15,21061.48,161828,7708501,366
942,32,10933,734.6667110386369,480.0,12242.0,120175.8,598284.8,4552.11,22662.3,600879,2991424,132
943,13,7524,347.37400938678155,180.0,56.0,2880.67,782490.0,103.7,28169.64,25926,7042410,250
944,23,5914,1114.8186583177965,480.0,10099.0,25479.08,431317.69,904.99,15320.03,331228,5607130,366
945,32,11536,1310.0104484403175,720.0,12081.0,148634.4,1435743.6,5761.02,55648.98,743172,7178718,129
946,32,11602,2351.045419072889,1560.0,12414.0,151410.4,1787139.0,5735.24,67694.66,757052,8935695,132
947,36,1111,300.57357528594906,240.0,7229.0,15478.67,606560.33,663.37,25995.44,46436,1819681,70
948,19,7015,257.14211321147735,180.0,555.0,8885.6,347179.4,334.05,13051.86,88856,3471794,266
949,26,6411,502.3272906321118,300.0,11240.0,31365.0,612383.46,1123.26,21931.09,407745,7960985,363
950,7,42,927.1729050358374,540.0,5876.0,54710.0,708018.75,1953.93,25286.38,437680,5664150,224
951,14,5076,715.3928034122589,360.0,4857.0,40731.69,860269.85,1446.75,30556.03,529512,11183508,366
952,25,6349,343.49292979409574,180.0,11517.0,3243.62,589507.0,115.21,20938.77,42167,7663591,366
953,22,6620,503.93326318953854,180.0,4454.0,5975.45,502328.0,210.0,17653.7,65730,5525608,313
954,30,7370,1161.2738853503186,780.0,1731.0,1796.8,801757.7,67.55,30141.27,17968,8017577,266
955,30,7455,373.20135940771934,240.0,1761.0,13334.6,252652.8,501.3,9498.23,133346,2526528,266
956,33,6829,344.56461362522464,180.0,1989.0,4018.7,792291.8,138.1,27226.52,40187,7922918,291
957,24,2266,632.1472200469851,300.0,11065.0,9049.31,556693.38,321.42,19773.26,117641,7237014,366
958,28,5768,1572.113274938345,300.0,9951.0,8238.46,589907.0,292.62,20952.98,107100,7668791,366
959,33,6885,1663.5617967877697,1080.0,2207.0,112659.1,447112.5,3871.45,15364.69,1126591,4471125,291
960,19,7156,961.1943855372986,660.0,373.0,61692.8,464518.5,2319.28,17463.1,616928,4645185,266
961,33,6739,514.6228994814655,300.0,2150.0,32498.6,496754.6,1116.79,17070.6,324986,4967546,291
962,17,4331,1062.4964214142572,300.0,5698.0,6370.62,253733.38,226.9,9037.08,82818,3298534,365
963,17,4401,521.730899411407,240.0,5841.0,16079.92,543807.62,571.14,19315.57,209039,7069499,366
964,24,2261,669.1937848779954,540.0,11014.0,48376.23,549862.69,1718.28,19530.64,628891,7148215,366
965,18,11319,685.4124748490946,240.0,9261.0,6514.0,672140.67,390.84,40328.44,19542,2016422,50
966,25,6314,308.23412050978453,180.0,11388.0,17802.38,1086567.77,632.33,38593.94,231431,14125381,366
967,26,6565,602.6656379322438,240.0,11198.0,15319.08,946574.08,548.62,33899.35,199148,12305463,363
968,17,4329,731.5413920432712,420.0,5824.0,44800.0,258941.46,1595.62,9222.57,582400,3366239,365
969,22,6641,858.3402197058367,240.0,4387.0,111257.91,1393643.0,3922.55,49134.85,1223837,15330073,312
970,14,5137,405.3983599482089,240.0,4782.0,5488.15,560783.46,194.93,19918.54,71346,7290185,366
971,15,503,526.2286943571074,180.0,5399.0,5299.5,252786.0,504.71,24074.86,10599,505572,21
972,17,4341,2082.721396250808,1440.0,5787.0,18755.08,703803.15,666.16,24998.47,243816,9149441,366
973,33,6881,598.5857582062669,420.0,2153.0,58775.0,199886.1,2019.76,6868.94,587750,1998861,291
974,24,2308,2031.149644529218,1860.0,11077.0,9476.15,172392.69,336.58,6123.24,123190,2241105,366
975,36,1290,1522.9862475442044,1500.0,7260.0,19193.67,845138.0,822.59,36220.2,57581,2535414,70
976,13,7526,490.01227095942266,240.0,103.0,60168.67,528494.11,2166.07,19025.79,541518,4756447,250
977,17,4298,641.1344495435977,540.0,5853.0,19464.43,943768.43,792.16,38409.18,136251,6606379,172
978,17,4298,641.1344495435977,540.0,5783.0,19464.43,943768.43,792.16,38409.18,136251,6606379,172
979,19,7032,275.40978481738136,180.0,499.0,3336.7,412960.9,125.44,15524.85,33367,4129609,266
980,12,2899,592.210231180236,300.0,4648.0,77268.69,613002.46,2759.6,21892.95,1004493,7969032,364
981,10,4479,621.9062038522846,420.0,1129.0,64536.31,1177394.46,2292.27,41820.02,838972,15306128,366
982,26,6533,605.1358620976808,420.0,11202.0,47723.08,248642.62,1709.09,8904.56,620400,3232354,363
983,33,6917,1594.0933254577674,420.0,2220.0,3389.2,448305.2,116.47,15405.68,33892,4483052,291
984,25,6216,445.56726935052166,180.0,11407.0,15601.38,1190337.62,554.15,42279.75,202818,15474389,366
985,30,7319,365.9908130921911,300.0,1735.0,26601.3,1010380.4,1000.05,37984.23,266013,10103804,266
986,33,6963,2060.033412887828,2040.0,2001.0,12179.75,349726.88,440.9,12659.8,97438,2797815,221
987,36,1170,263.0507425742574,120.0,7324.0,6405.33,964857.0,274.51,41351.01,19216,2894571,70
988,16,1812,630.6243417346363,360.0,5376.0,20847.38,1340780.15,740.48,47623.34,271016,17430142,366
989,17,4295,1647.4150777578236,480.0,5810.0,9062.85,1502567.62,321.9,53369.89,117817,19533379,366
990,24,2332,227.98558945270585,120.0,11059.0,18649.08,298750.46,662.4,10611.36,242438,3883756,366
991,14,5014,1923.4250343878955,240.0,4972.0,1054.08,452604.77,37.44,16076.13,13703,5883862,366
992,30,7359,756.7104633951952,540.0,1784.0,7167.1,668055.6,269.44,25114.87,71671,6680556,266
993,12,2898,1424.9020764807794,600.0,4530.0,138893.31,613349.38,4946.88,21845.32,1805613,7973542,365
994,24,2272,504.42531783086093,300.0,10991.0,81055.85,718209.62,2886.92,25580.07,1053726,9336725,365
995,33,6785,2806.1922255086683,1320.0,2236.0,28219.33,183655.22,1099.45,7155.4,253974,1652897,231
996,33,6785,2806.1922255086683,1320.0,2090.0,28219.33,183655.22,1099.45,7155.4,253974,1652897,231
997,13,7564,372.56846505147456,180.0,101.0,12778.78,289659.0,467.52,10597.28,115009,2606931,246
998,14,5095,756.1603198429241,240.0,4736.0,30094.77,860607.31,1068.94,30568.02,391232,11187895,366
999,16,1887,2281.709410288582,2340.0,5353.0,13418.31,113530.08,476.61,4032.49,174438,1475891,366
1000,15,551,627.2067426871591,300.0,5425.0,3588.0,290540.38,127.79,10348.01,46644,3777025,365
1001,16,1792,626.2635611799692,360.0,5233.0,62332.08,367164.38,2213.98,13041.36,810317,4773137,366
1002,19,7084,602.7086614173228,300.0,392.0,2401.3,380528.8,90.27,14305.59,24013,3805288,266
1003,36,1315,382.7529949558638,180.0,7290.0,16128.33,544330.67,691.21,23328.46,48385,1632992,70
1004,23,6092,473.0000357871381,180.0,10280.0,5878.38,715254.92,208.8,25405.23,76419,9298314,366
1005,28,5705,515.9404729546072,360.0,9820.0,27944.77,545413.0,992.57,19372.59,363282,7090369,366
1006,25,6150,344.6108417577883,240.0,11565.0,28732.15,517733.38,1020.54,18389.44,373518,6730534,366
1007,32,11395,1625.6294536817102,1620.0,12128.0,10530.8,1024121.8,398.89,38792.49,52654,5120609,132
1008,14,5145,737.1157605756832,360.0,4805.0,5271.15,547994.54,187.23,19464.29,68525,7123929,366
1009,30,7391,448.71852266368217,180.0,1889.0,1086.8,821901.8,40.86,30898.56,10868,8219018,266
1010,33,6826,415.452698895281,300.0,2098.0,37454.6,792469.8,1287.1,27232.64,374546,7924698,291
1011,10,4572,353.4693396226415,180.0,1299.0,9545.46,530932.77,339.05,18858.27,124091,6902126,366
1012,22,6689,572.7298298251371,300.0,4372.0,3840.55,490953.27,134.54,17199.0,42246,5400486,314
1013,12,2935,778.453742043137,180.0,4729.0,10475.9,572913.7,382.33,20909.26,104759,5729137,274
1014,32,11377,353.7596427121397,180.0,12186.0,14405.6,1215414.4,545.67,46038.42,72028,6077072,132
1015,32,11558,611.2587685113016,180.0,12205.0,14571.8,1798483.8,551.96,68124.39,72859,8992419,132
1016,14,5019,414.9479085678744,180.0,4960.0,5929.5,539003.0,242.02,22000.12,23718,2156012,98
1017,14,5019,414.9479085678744,180.0,4960.0,3552.0,318121.0,284.16,25449.68,7104,636242,25
1018,14,5019,414.9479085678744,180.0,5092.0,5929.5,539003.0,242.02,22000.12,23718,2156012,98
1019,14,5019,414.9479085678744,180.0,5092.0,3552.0,318121.0,284.16,25449.68,7104,636242,25
1020,12,2907,426.0694295956229,240.0,4713.0,6144.0,612915.23,218.23,21770.21,79872,7967898,366
1021,26,6435,375.87391898042785,240.0,11165.0,5050.15,190626.31,181.36,6845.7,65652,2478142,362
1022,32,11433,1370.4387504387505,1020.0,12091.0,17962.6,909727.2,680.4,34459.36,89813,4548636,132
1023,19,7067,338.65695280329425,180.0,375.0,3713.7,509211.0,139.61,19143.27,37137,5092110,266
1024,15,471,2636.6732275220907,2760.0,5551.0,5728.92,154742.62,204.04,5511.38,74476,2011654,365
1025,7,26,472.216347170682,300.0,5964.0,19349.0,801827.87,691.04,28636.71,154792,6414623,224
1026,32,13578,569.8926716676284,240.0,12175.0,10465.8,2421087.4,399.46,92407.92,52329,12105437,131
1027,33,6959,407.12288541334186,180.0,2246.0,19226.5,357730.33,725.53,13499.26,115359,2146382,159
1028,36,1094,262.2745018506312,180.0,7307.0,44636.33,728058.33,1912.99,31202.5,133909,2184175,70
1029,18,11293,1085.5321206604754,720.0,9333.0,48660.0,521716.67,2919.6,31303.0,145980,1565150,50
1030,19,4006,670.7321344667037,300.0,627.0,20805.88,499287.38,733.25,17596.03,166447,3994299,227
1031,19,4006,670.7321344667037,300.0,733.0,20805.88,499287.38,733.25,17596.03,166447,3994299,227
1032,22,6590,2770.031795724698,2760.0,4433.0,9866.64,382567.64,345.65,13402.05,108533,4208244,314
1033,33,6863,414.6417285409655,180.0,2078.0,9156.5,291875.6,314.66,10030.09,91565,2918756,291
1034,19,7065,848.6571293076194,480.0,716.0,5688.1,508791.8,213.84,19127.51,56881,5087918,266
1035,16,1676,2924.38298205751,1920.0,5174.0,3761.69,191772.0,133.61,6811.57,48902,2493036,366
1036,19,7076,565.5468897925326,420.0,619.0,16329.3,431425.5,613.88,16219.0,163293,4314255,266
1037,19,7081,456.9365976145637,300.0,444.0,3939.5,431585.4,148.1,16225.02,39395,4315854,266
1038,10,4529,718.0641118779513,420.0,1397.0,20832.69,194213.38,739.96,6898.29,270825,2524774,366
1039,23,5964,557.6147056820062,420.0,10279.0,18271.92,264618.0,649.0,9399.0,237535,3440034,366
1040,16,1672,475.30896906413153,180.0,5098.0,6736.31,492418.62,239.27,17490.28,87572,6401442,366
1041,19,7101,280.3671596124426,180.0,696.0,3014.3,349828.4,113.32,13151.44,30143,3498284,266
1042,18,11200,454.2087542087542,180.0,9494.0,3548.67,393262.33,212.92,23595.74,10646,1179787,50
1043,19,7042,606.6410764753026,480.0,704.0,5283.5,519958.7,198.63,19547.32,52835,5199587,266
1044,25,6226,1489.8257527226135,1020.0,11497.0,7345.92,1674427.31,260.92,59474.19,95497,21767555,366
1045,7,61,2894.8488572130746,840.0,5947.0,2889.13,707325.25,103.18,25261.62,23113,5658602,224
1046,10,4679,306.5242628279545,180.0,1447.0,8533.69,536259.08,303.11,19047.45,110938,6971368,366
1047,24,2262,525.3288772496118,360.0,11011.0,20144.77,695801.85,715.52,24714.27,261882,9045424,366
1048,33,6738,357.4421997477807,180.0,1918.0,13392.9,497431.1,460.24,17093.85,133929,4974311,291
1049,23,5911,1502.175384413195,540.0,10106.0,15074.15,255901.62,535.42,9089.4,195964,3326721,366
1050,15,488,885.5737163612349,360.0,5510.0,4136.62,309572.08,148.14,11086.6,53776,4024437,363
1051,19,7036,359.2577733199599,120.0,701.0,1386.67,289916.33,64.0,13380.75,4160,869749,65
1052,19,7036,359.2577733199599,120.0,701.0,1169.0,343880.33,58.45,17194.02,3507,1031641,60
1053,19,7098,2630.057215511761,2820.0,511.0,5175.0,254604.0,195.28,9607.7,51750,2546040,265
1054,25,6236,807.2607421875,300.0,11589.0,1704.33,484682.5,69.56,19782.96,10226,2908095,147
1055,25,6236,807.2607421875,300.0,11515.0,1704.33,484682.5,69.56,19782.96,10226,2908095,147
1056,28,5833,674.7615390280598,360.0,10002.0,95874.62,1171956.92,3405.38,41626.89,1246370,15235440,366
1057,33,6915,1385.9577677224736,540.0,1944.0,751.3,291801.9,25.82,10027.56,7513,2918019,291
1058,30,7338,541.6169782718545,300.0,1759.0,7060.33,403554.0,407.33,23281.96,21181,1210662,52
1059,30,7338,541.6169782718545,300.0,1759.0,12692.4,687838.4,547.09,29648.21,63462,3439192,116
1060,30,7338,541.6169782718545,300.0,1909.0,7060.33,403554.0,407.33,23281.96,21181,1210662,52
1061,30,7338,541.6169782718545,300.0,1909.0,12692.4,687838.4,547.09,29648.21,63462,3439192,116
1062,22,6656,1410.6590552802015,660.0,4437.0,188894.55,1710607.82,6617.32,59925.75,2077840,18816686,314
1063,18,11144,320.0452488687783,120.0,9320.0,8115.0,501149.0,486.9,30068.94,24345,1503447,50
1064,30,7299,586.0680010967919,360.0,1634.0,40573.4,1181712.2,1525.32,44425.27,405734,11817122,266
1065,18,11188,2566.9940915805023,2580.0,9425.0,1515.0,378237.0,90.9,22694.22,4545,1134711,50
1066,18,11138,312.66096437635116,240.0,9348.0,5056.67,528557.33,303.4,31713.44,15170,1585672,50
1067,15,455,597.9250170116558,300.0,5456.0,17194.92,207631.85,614.1,7415.42,223534,2699214,364
1068,17,4334,1129.6833066232928,660.0,5815.0,23701.31,279329.08,841.85,9921.52,308117,3631278,366
1069,16,1778,458.4495921013003,240.0,5264.0,16730.54,1340596.31,594.25,47616.81,217497,17427752,366
1070,10,4491,312.4360223147082,180.0,1238.0,5479.0,209585.08,194.61,7444.28,71227,2724606,366
1071,7,4825,522.6882591093117,300.0,5927.0,24256.13,642380.75,866.29,22942.17,194049,5139046,224
1072,16,1824,3362.7547642369163,3240.0,5156.0,22511.0,612213.85,799.57,21745.3,292643,7958780,366
1073,13,7521,414.0075172269785,240.0,140.0,9853.67,782493.44,354.73,28169.76,88683,7042441,250
1074,16,1775,1226.1117963392371,540.0,5314.0,14248.23,1219704.54,506.08,43322.84,185227,15856159,366
1075,23,5969,326.3233630282193,240.0,10073.0,14532.15,455173.92,516.17,16167.38,188918,5917261,366
1076,26,6376,303.4696772668164,180.0,11320.0,8597.62,351812.54,307.9,12599.35,111769,4573563,363
1077,19,7017,1002.9995627459554,180.0,374.0,668.7,346616.6,25.14,13030.7,6687,3466166,266
1078,7,33,2120.583886255924,1560.0,5883.0,3532.75,266012.13,126.17,9500.43,28262,2128097,224
1079,36,1090,173.76026729778644,120.0,7192.0,7884.33,190041.33,337.9,8144.63,23653,570124,70
1080,13,7695,462.16319129646416,240.0,20.0,2409.33,376871.78,87.08,13621.87,21684,3391846,249
1081,30,7383,378.30936927424614,240.0,1669.0,14742.3,639127.6,554.22,24027.35,147423,6391276,266
1082,33,6869,3068.7495478114074,1320.0,2118.0,5312.4,436418.8,182.56,14997.21,53124,4364188,291
1083,15,543,884.6423230647924,240.0,5621.0,11681.92,513697.38,417.21,18346.34,151865,6678066,364
1084,14,5228,1390.6945301953726,1200.0,5028.0,22952.0,529312.62,815.23,18800.72,298376,6881064,366
1085,17,4419,549.1667962415869,180.0,5723.0,10432.15,455827.15,370.54,16190.58,135618,5925753,366
1086,17,4419,549.1667962415869,180.0,5838.0,10432.15,455827.15,370.54,16190.58,135618,5925753,366
1087,33,6817,599.4400254533884,240.0,2143.0,2237.2,541421.5,76.88,18605.55,22372,5414215,291
1088,33,6922,521.9337016574585,120.0,2219.0,954.6,135603.4,32.8,4659.91,9546,1356034,291
1089,10,4625,465.2736482162123,300.0,1231.0,26523.15,933037.46,942.08,33140.67,344801,12129487,366
1090,12,2834,1282.7164694661408,900.0,4667.0,141903.38,602223.54,5067.98,21507.98,1844744,7828906,364
1091,24,2238,293.52319606282117,120.0,11026.0,11628.69,985054.85,413.04,34988.29,151173,12805713,366
1092,26,6523,801.7138415313208,420.0,11274.0,97810.31,612120.0,3502.85,21921.65,1271534,7957560,363
1093,32,12030,321.7327766179541,240.0,12141.0,4453.8,1215681.2,168.7,46048.53,22269,6078406,132
1094,16,1782,2480.208554062343,1680.0,5101.0,4678.69,377940.54,166.18,13424.12,60823,4913227,366
1095,28,5784,962.371175618903,480.0,9871.0,10087.85,555521.08,358.31,19731.62,131142,7221774,366
1096,10,4505,477.4177885676451,240.0,1291.0,984.31,197692.38,34.96,7021.86,12796,2570001,366
1097,30,7296,241.95813383810267,120.0,1719.0,14775.5,935769.4,555.47,35179.3,147755,9357694,266
1098,32,11440,3570.3814802738834,2880.0,12082.0,12326.0,1325416.6,466.89,50205.17,61630,6627083,132
1099,13,7681,667.8662440570523,360.0,289.0,34943.11,330386.11,1263.0,11941.67,314488,2973475,249
1100,22,6710,576.9292541137058,240.0,4489.0,77726.0,407889.82,2794.07,14662.71,854986,4486788,306
1101,23,6033,446.4499060251637,240.0,10125.0,16973.0,368520.46,602.87,13089.52,220649,4790766,366
1102,30,7440,528.6267953900405,240.0,1842.0,31008.4,491294.2,1165.73,18469.71,310084,4912942,266
1103,7,4837,2171.7459624618073,540.0,5928.0,3520.88,581914.12,125.75,20782.65,28167,4655313,224
1104,12,2864,305.79142294287016,180.0,4683.0,29218.23,920986.08,1037.81,32712.62,379837,11972819,366
1105,19,7007,251.1455924521321,120.0,727.0,6902.8,347258.2,259.5,13054.82,69028,3472582,266
1106,10,4512,595.0086616785227,240.0,1287.0,5545.92,531030.46,196.99,18861.74,72097,6903396,366
1107,14,5044,558.0782122905028,180.0,4790.0,5824.88,600932.63,221.9,22892.67,46599,4807461,210
1108,14,5216,2662.0830910383147,1440.0,4990.0,17773.62,531826.62,631.3,18890.02,231057,6913746,366
1109,33,6876,2142.8571428571427,300.0,2179.0,441.5,80600.25,18.02,3289.81,1766,322401,98
1110,36,1284,429.8524265294936,300.0,7326.0,29046.67,696174.67,1244.86,29836.06,87140,2088524,70
1111,36,1284,429.8524265294936,300.0,7086.0,29046.67,696174.67,1244.86,29836.06,87140,2088524,70
1112,18,11172,396.30950320235416,300.0,9388.0,7785.67,67519.67,467.14,4051.18,23357,202559,50
1113,10,4586,341.97599501195054,180.0,1408.0,6631.77,780012.62,235.55,27705.37,86213,10140164,366
1114,36,1301,361.1247541727598,240.0,7032.0,46814.0,669617.67,2006.31,28697.9,140442,2008853,70
1115,19,7074,1167.761301124133,540.0,533.0,2091.6,380372.7,78.63,14299.73,20916,3803727,266
1116,19,7206,691.8187117458467,180.0,719.0,4073.6,205722.8,162.94,8228.91,20368,1028614,125
1117,32,11647,304.047005795235,180.0,12172.0,15434.0,225800.0,589.08,8618.32,77170,1129000,131
1118,19,7200,320.0665270420106,180.0,550.0,3946.9,230300.9,150.65,8790.11,39469,2303009,262
