,mall_name,mall_country,mall_id,total_mall_area,store_name,store_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
2659,mall_10,Germany Third Parties,10,32843.0,store_179,2460,15/11/2023,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,9778846.0,306647.0,252.0,-87791.0,26811.0,3105.0,13924.0,4674.0,7875.0,83751.0
2660,mall_10,Germany Third Parties,10,32843.0,store_1148,2461,16/11/2023,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",3453535.0,1128715.0,350.0,-104387.0,94702.0,11440.0,14064.0,78898.0,12669.0,56156.0
2661,mall_10,Germany Third Parties,10,32843.0,store_87,2462,25/11/2023,,Food & Beverage Services,Fast Meal,Sandwiches,3544761.0,1084227.0,264.0,-32908.0,85562.0,831.0,14225.0,32583.0,11272.0,115390.0
2662,mall_10,Germany Third Parties,10,32843.0,store_367,2463,06/12/2023,,Fashion apparel,Family Fashion,Family Fashion,942951.0,213199.0,237.0,-24760.0,11711.0,13754.0,12220.0,11920.0,6989.0,21465.0
2663,mall_10,Germany Third Parties,10,32843.0,store_904,2464,13/12/2023,,Fashion apparel,Men's Fashion,Men's Fashion,1354946.0,1314505.0,55.0,-45800.0,70390.0,13893.0,4312.0,62742.0,4323.0,45712.0
2664,mall_10,Germany Third Parties,10,32843.0,store_172,2465,17/12/2023,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1934003.0,626195.0,18.0,-40747.0,55496.0,8271.0,2011.0,70739.0,11356.0,24307.0
2665,mall_10,Germany Third Parties,10,32843.0,store_325,2466,19/12/2023,,Fashion apparel,Family Fashion,Jeans,7250441.0,103140.0,145.0,-112198.0,100851.0,10735.0,15211.0,54994.0,7633.0,3217.0
2666,mall_10,Germany Third Parties,10,32843.0,store_570,2467,19/01/2024,,Fashion apparel,Family Fashion,Family Fashion,7123985.0,1320745.0,314.0,-9856.0,52103.0,5932.0,2700.0,20376.0,8085.0,64406.0
2667,mall_10,Germany Third Parties,10,32843.0,store_1149,2468,28/02/2024,,Sport,Sport Clothes & Equipment,Sport equipment,5649679.0,868106.0,503.0,-22128.0,88010.0,13030.0,3629.0,52887.0,9965.0,98508.0
2668,mall_10,Germany Third Parties,10,32843.0,store_673,2469,01/03/2024,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,8735906.0,961844.0,277.0,-112737.0,53569.0,7286.0,9448.0,45096.0,909.0,109590.0
2669,mall_10,Germany Third Parties,10,32843.0,store_1150,2470,12/03/2024,,Food & Beverage Services,"Bars, Coffee and Tea breaks","Bars, Cocktails and Champagne bars",5419749.0,838407.0,458.0,-35465.0,51024.0,6320.0,4354.0,33993.0,11125.0,87972.0
2670,mall_10,Germany Third Parties,10,32843.0,store_898,2471,20/04/2024,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,2261907.0,223860.0,428.0,-45608.0,40114.0,9429.0,5013.0,7846.0,10261.0,7046.0
2671,mall_10,Germany Third Parties,10,32843.0,store_30,2472,24/05/2024,,Fashion apparel,Family Fashion,Jeans,9530405.0,943783.0,336.0,-65562.0,46037.0,10364.0,7641.0,60889.0,1892.0,7434.0
2672,mall_10,Germany Third Parties,10,32843.0,store_1139,2473,25/05/2024,,Services,Imaterial services,Others Immaterial services,7074302.0,1231800.0,281.0,-98353.0,10253.0,3135.0,6454.0,62352.0,15489.0,57935.0
2673,mall_10,Germany Third Parties,10,32843.0,store_94,2474,19/06/2024,,Bags & Footwear & Accessories,Footwear,Sport shoes,6887052.0,984096.0,125.0,-51179.0,31024.0,12935.0,9190.0,4599.0,15683.0,17556.0
2674,mall_10,Germany Third Parties,10,32843.0,store_1151,2475,06/09/2024,,Fashion apparel,Family Fashion,Family Fashion,9418377.0,346558.0,121.0,-120241.0,16867.0,2478.0,6070.0,16490.0,9947.0,63101.0
2675,mall_11,Germany Third Parties,11,61009.0,store_1198,2702,01/01/2006,,Fitness,Gym,Gym,1073025.0,1133205.0,253.0,-65587.0,10793.0,11880.0,14522.0,75273.0,10372.0,14563.0
2676,mall_11,Germany Third Parties,11,61009.0,store_1199,2703,01/01/2006,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",9958110.0,486494.0,398.0,-82192.0,8579.0,791.0,3298.0,50649.0,14130.0,59463.0
2677,mall_11,Germany Third Parties,11,61009.0,store_1200,2704,01/01/2008,23/08/2022,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,4927222.0,644402.0,62.0,-62071.0,94666.0,2189.0,11667.0,41157.0,6972.0,23788.0
2678,mall_11,Germany Third Parties,11,61009.0,store_1201,2705,01/01/2006,17/03/2024,Fashion apparel,Men's Fashion,Men's Fashion,6697627.0,1254491.0,75.0,-50871.0,61484.0,2019.0,12364.0,44413.0,2238.0,58455.0
2679,mall_11,Germany Third Parties,11,61009.0,store_262,2706,01/01/2008,07/08/2022,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,5571774.0,1166774.0,232.0,-93744.0,87873.0,13060.0,9560.0,32431.0,10163.0,82616.0
2680,mall_11,Germany Third Parties,11,61009.0,store_788,2707,01/01/2006,23/03/2024,Fashion apparel,Women's Fashion,Women's Fashion,9416237.0,689180.0,449.0,-27485.0,23603.0,364.0,12848.0,81679.0,3502.0,117884.0
2681,mall_11,Germany Third Parties,11,61009.0,store_673,2708,01/01/2006,22/04/2021,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,7526293.0,685212.0,1.0,-62148.0,95440.0,2487.0,1986.0,8041.0,16524.0,46313.0
2682,mall_11,Germany Third Parties,11,61009.0,store_1202,2709,01/01/2006,19/06/2024,Health & Beauty,Pharmacy,Pharmacy,4248457.0,774115.0,96.0,-11252.0,57702.0,1788.0,5920.0,63524.0,3115.0,86380.0
2683,mall_11,Germany Third Parties,11,61009.0,store_1203,2710,01/01/2006,,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,1106126.0,309631.0,208.0,-71519.0,57509.0,430.0,11265.0,52630.0,10526.0,31681.0
2684,mall_11,Germany Third Parties,11,61009.0,store_97,2711,01/01/2008,,Bags & Footwear & Accessories,Footwear,Family footwear,1275743.0,756146.0,24.0,-98346.0,83770.0,11786.0,10656.0,8997.0,1584.0,75034.0
2685,mall_11,Germany Third Parties,11,61009.0,store_1204,2712,03/12/2007,,Food & Beverage Services,Fast Meal,Local Kitchen,7598106.0,65036.0,284.0,-84246.0,30161.0,2899.0,2800.0,25724.0,13999.0,82090.0
2686,mall_11,Germany Third Parties,11,61009.0,store_1205,2713,01/01/2006,,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,437667.0,922197.0,393.0,-90506.0,30629.0,8390.0,7903.0,50699.0,12475.0,6474.0
2687,mall_11,Germany Third Parties,11,61009.0,store_1206,2714,01/01/2006,,Health & Beauty,Optician,Optician & Sunglasses,554509.0,458709.0,313.0,-75959.0,53758.0,9103.0,7817.0,29365.0,4712.0,77868.0
2688,mall_11,Germany Third Parties,11,61009.0,store_1207,2715,01/01/2006,09/01/2022,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,3291296.0,811387.0,456.0,-81585.0,97279.0,417.0,8077.0,71909.0,4777.0,82942.0
2689,mall_11,Germany Third Parties,11,61009.0,store_1208,2716,19/09/2011,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,6581386.0,41619.0,184.0,-71646.0,47715.0,5283.0,13729.0,78600.0,13723.0,12035.0
2690,mall_11,Germany Third Parties,11,61009.0,store_180,2717,01/01/2006,30/12/2022,Fashion apparel,Family Fashion,Family Fashion,942365.0,295234.0,392.0,-28849.0,13231.0,3630.0,11034.0,82732.0,11863.0,72973.0
2691,mall_11,Germany Third Parties,11,61009.0,store_31,2718,21/12/2007,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,4378049.0,680007.0,206.0,-121226.0,93226.0,5127.0,12446.0,85629.0,9442.0,30731.0
2692,mall_11,Germany Third Parties,11,61009.0,store_1209,2719,01/01/2006,25/03/2024,Fashion apparel,Women's Fashion,Women's Fashion,3436831.0,577871.0,484.0,-27635.0,59678.0,13753.0,14525.0,58366.0,9687.0,105120.0
2693,mall_11,Germany Third Parties,11,61009.0,store_1210,2720,01/01/2008,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,890466.0,1103347.0,326.0,-113309.0,43434.0,11913.0,9563.0,33789.0,12838.0,104068.0
2694,mall_11,Germany Third Parties,11,61009.0,store_13,2721,01/01/2008,02/03/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,8087831.0,874704.0,302.0,-23433.0,22421.0,10771.0,15454.0,71699.0,6297.0,76395.0
2695,mall_11,Germany Third Parties,11,61009.0,store_1211,2722,01/03/2004,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1119075.0,872393.0,338.0,-73895.0,54934.0,6879.0,2151.0,53667.0,10021.0,103220.0
2696,mall_11,Germany Third Parties,11,61009.0,store_629,2723,01/01/2006,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,7491598.0,1288393.0,63.0,-37529.0,87442.0,9842.0,4096.0,17115.0,8276.0,99467.0
2697,mall_11,Germany Third Parties,11,61009.0,store_172,2724,09/08/2006,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1167744.0,1053493.0,38.0,-40702.0,79188.0,4811.0,7565.0,34596.0,2005.0,101279.0
2698,mall_11,Germany Third Parties,11,61009.0,store_1212,2725,01/01/2006,,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,2080674.0,582812.0,33.0,-121932.0,69474.0,7869.0,15490.0,4699.0,7160.0,65095.0
2699,mall_11,Germany Third Parties,11,61009.0,store_704,2726,03/12/2007,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Luggage,7558151.0,679831.0,108.0,-26995.0,7904.0,8547.0,8453.0,1639.0,7817.0,2053.0
2700,mall_11,Germany Third Parties,11,61009.0,store_1213,2727,01/12/2004,30/12/2021,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,5769991.0,136083.0,392.0,-81481.0,7585.0,8575.0,1944.0,14679.0,6781.0,48133.0
2701,mall_11,Germany Third Parties,11,61009.0,store_1214,2728,01/09/2005,,Home,Furniture & Interior Design,Home textile,4725563.0,852356.0,231.0,-77448.0,20442.0,3614.0,6109.0,29427.0,1894.0,97008.0
2702,mall_11,Germany Third Parties,11,61009.0,store_32,2729,31/12/2006,,Food & Beverage Services,Fast Meal,American & Burgers,2367035.0,1327293.0,409.0,-11537.0,58453.0,1764.0,10832.0,37312.0,8193.0,103575.0
2703,mall_11,Germany Third Parties,11,61009.0,store_822,2730,01/01/2008,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,1234070.0,541458.0,380.0,-52048.0,80187.0,11091.0,11289.0,74219.0,11043.0,113483.0
2704,mall_11,Germany Third Parties,11,61009.0,store_193,2731,01/04/2007,,Fashion apparel,Women's Fashion,Women's Fashion,5703462.0,941120.0,180.0,-27702.0,53656.0,3885.0,9487.0,48377.0,3112.0,45748.0
2705,mall_11,Germany Third Parties,11,61009.0,store_1215,2732,22/08/2007,03/08/2022,Food & Beverage Services,Gourmet Food Products,Regional Gourmet,7038307.0,519910.0,102.0,-51744.0,28178.0,10312.0,7391.0,37130.0,8413.0,100025.0
2706,mall_11,Germany Third Parties,11,61009.0,store_63,2733,22/08/2007,21/10/2024,Fashion apparel,Family Fashion,Family Fashion,7204323.0,346489.0,467.0,-122429.0,65045.0,5489.0,14430.0,10480.0,13949.0,58794.0
2707,mall_11,Germany Third Parties,11,61009.0,store_67,2734,22/08/2007,,Fashion apparel,Family Fashion,Family Fashion,503845.0,1106579.0,407.0,-1930.0,99567.0,10877.0,7630.0,4670.0,9450.0,111339.0
2708,mall_11,Germany Third Parties,11,61009.0,store_1216,2735,01/01/2008,23/10/2022,Home,Pets,Pet shops & pet supplies,8113316.0,757307.0,265.0,-43062.0,24873.0,3079.0,12654.0,38398.0,1740.0,66818.0
2709,mall_11,Germany Third Parties,11,61009.0,store_1217,2736,01/01/2008,,Bags & Footwear & Accessories,Footwear,Women footwear,6978982.0,718377.0,37.0,-87627.0,83342.0,7763.0,7204.0,64268.0,5838.0,97597.0
2710,mall_11,Germany Third Parties,11,61009.0,store_1218,2737,13/09/2007,,Health & Beauty,Hair & Body,Hairdressers,3078501.0,1254390.0,6.0,-105279.0,38697.0,3110.0,13392.0,59880.0,6141.0,55767.0
2711,mall_11,Germany Third Parties,11,61009.0,store_1219,2738,22/08/2007,,Services,Imaterial services,Travel Agency,7568282.0,608420.0,49.0,-71281.0,68880.0,12970.0,13693.0,36262.0,9845.0,14775.0
2712,mall_11,Germany Third Parties,11,61009.0,store_98,2739,22/08/2007,,Fashion apparel,Family Fashion,Family Fashion,2738801.0,56298.0,240.0,-114762.0,29388.0,9876.0,8585.0,77775.0,11147.0,26396.0
2713,mall_11,Germany Third Parties,11,61009.0,store_689,2740,22/08/2007,27/07/2023,Fashion apparel,Women's Fashion,Women's Fashion,1528230.0,506670.0,142.0,-29792.0,25469.0,4622.0,3601.0,39882.0,3170.0,94885.0
2714,mall_11,Germany Third Parties,11,61009.0,store_1220,2741,22/08/2007,19/08/2022,Food & Beverage Services,"Bars, Coffee and Tea breaks",Coffee beans & capsules,6011297.0,505466.0,421.0,-36833.0,720.0,12009.0,9152.0,23090.0,6730.0,56147.0
2715,mall_11,Germany Third Parties,11,61009.0,store_1221,2742,01/11/2007,30/04/2021,Gifts,Florists,Florists,7286544.0,645021.0,286.0,-56960.0,65177.0,9614.0,2259.0,76508.0,15599.0,92575.0
2716,mall_11,Germany Third Parties,11,61009.0,store_40,2743,22/08/2007,,Fashion apparel,Family Fashion,Family Fashion,8288152.0,957620.0,360.0,-46887.0,90628.0,8792.0,2577.0,22391.0,7437.0,63488.0
2717,mall_11,Germany Third Parties,11,61009.0,store_1222,2744,14/06/2008,21/11/2022,Food & Beverage Services,Fast Meal,Local Kitchen,5207963.0,328774.0,293.0,-120309.0,14916.0,10302.0,11131.0,72804.0,8768.0,49137.0
2718,mall_11,Germany Third Parties,11,61009.0,store_109,2745,01/02/2008,22/06/2024,Bags & Footwear & Accessories,Footwear,Family footwear,3800617.0,1264057.0,463.0,-12340.0,10792.0,4369.0,15485.0,7722.0,1900.0,11596.0
2719,mall_11,Germany Third Parties,11,61009.0,store_21,2746,23/08/2007,15/07/2024,Fashion apparel,Family Fashion,Family Fashion,9192548.0,428035.0,347.0,-93153.0,88202.0,774.0,10513.0,14052.0,5701.0,108240.0
2720,mall_11,Germany Third Parties,11,61009.0,store_1223,2747,01/01/2008,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,1618591.0,439750.0,261.0,-121835.0,82247.0,3731.0,1732.0,66876.0,2153.0,87730.0
2721,mall_11,Germany Third Parties,11,61009.0,store_23,2748,06/04/2009,,Fashion apparel,Lingerie & Underwear,Women underwear,2051309.0,657956.0,306.0,-23396.0,7822.0,10583.0,12008.0,59944.0,461.0,117631.0
2722,mall_11,Germany Third Parties,11,61009.0,store_139,2749,01/08/2009,,Fashion apparel,Lingerie & Underwear,Women underwear,4543218.0,1263059.0,245.0,-68019.0,41913.0,10887.0,1767.0,24503.0,16032.0,96936.0
2723,mall_11,Germany Third Parties,11,61009.0,store_1224,2750,19/12/2009,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2071376.0,155424.0,190.0,-15398.0,70478.0,14143.0,10026.0,55005.0,1029.0,53578.0
2724,mall_11,Germany Third Parties,11,61009.0,store_1225,2751,19/12/2010,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,5849726.0,108757.0,465.0,-33967.0,1735.0,4692.0,5600.0,84648.0,11219.0,66135.0
2725,mall_11,Germany Third Parties,11,61009.0,store_53,2752,01/01/2011,23/12/2023,Food & Beverage Services,"Bars, Coffee and Tea breaks",Coffee beans & capsules,8182556.0,1107586.0,396.0,-105340.0,87258.0,6318.0,15468.0,4510.0,10635.0,2118.0
2726,mall_11,Germany Third Parties,11,61009.0,store_62,2753,09/05/2011,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,5703013.0,372109.0,299.0,-8894.0,54020.0,10088.0,11557.0,72690.0,16623.0,110017.0
2727,mall_11,Germany Third Parties,11,61009.0,store_667,2754,28/09/2012,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,2724485.0,476197.0,486.0,-58741.0,67733.0,6351.0,11017.0,64246.0,7952.0,20852.0
2728,mall_11,Germany Third Parties,11,61009.0,store_1226,2755,15/10/2012,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,7128251.0,605555.0,54.0,-116924.0,47070.0,9757.0,14569.0,47254.0,3118.0,60859.0
2729,mall_11,Germany Third Parties,11,61009.0,store_69,2756,07/12/2012,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,9336725.0,1048595.0,215.0,-22917.0,1440.0,13165.0,8365.0,39989.0,14057.0,116598.0
2730,mall_11,Germany Third Parties,11,61009.0,store_45,2757,01/11/2012,22/05/2023,Bags & Footwear & Accessories,Footwear,Family footwear,1380922.0,1113791.0,505.0,-30051.0,71580.0,7911.0,14533.0,82574.0,13622.0,122219.0
2731,mall_11,Germany Third Parties,11,61009.0,store_1227,2758,13/03/2013,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,4760091.0,369237.0,510.0,-38021.0,81293.0,7929.0,5965.0,48887.0,5176.0,38554.0
2732,mall_11,Germany Third Parties,11,61009.0,store_1228,2759,05/03/2013,30/10/2022,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,6764096.0,343938.0,354.0,-49930.0,27557.0,4816.0,7779.0,34125.0,7867.0,33956.0
2733,mall_11,Germany Third Parties,11,61009.0,store_612,2760,01/03/2013,31/10/2021,Services,Clothing-related services,Dry cleaning,6697291.0,1150954.0,241.0,-101945.0,35547.0,7166.0,3278.0,77236.0,4582.0,60597.0
2734,mall_11,Germany Third Parties,11,61009.0,store_219,2761,11/09/2013,,Bags & Footwear & Accessories,Footwear,Family footwear,258018.0,1001909.0,308.0,-92759.0,8970.0,5554.0,12036.0,50741.0,16042.0,62811.0
2735,mall_11,Germany Third Parties,11,61009.0,store_564,2762,29/11/2013,,Fashion apparel,Family Fashion,Family Fashion,6057589.0,335231.0,450.0,-106115.0,30926.0,202.0,5699.0,65515.0,14723.0,40059.0
2736,mall_11,Germany Third Parties,11,61009.0,store_492,2763,12/12/2013,21/10/2024,Fashion apparel,Family Fashion,Family Fashion,3084070.0,304240.0,328.0,-121028.0,38930.0,739.0,7440.0,28574.0,6932.0,6208.0
2737,mall_11,Germany Third Parties,11,61009.0,store_662,2764,20/11/2013,,Fashion apparel,Family Fashion,Family Fashion,1886552.0,553012.0,382.0,-17074.0,20461.0,3323.0,8836.0,36554.0,1836.0,12319.0
2738,mall_11,Germany Third Parties,11,61009.0,store_49,2765,16/11/2013,19/11/2023,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,4992124.0,498129.0,280.0,-51189.0,64609.0,8789.0,8369.0,65977.0,12686.0,122105.0
2739,mall_11,Germany Third Parties,11,61009.0,store_146,2766,16/10/2013,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,2574241.0,601637.0,352.0,-7450.0,30502.0,5270.0,6886.0,82221.0,6442.0,119594.0
2740,mall_11,Germany Third Parties,11,61009.0,store_170,2767,13/12/2013,,Fashion apparel,Women's Fashion,Women's Fashion,8589621.0,592983.0,146.0,-94247.0,10415.0,7317.0,1682.0,21922.0,1525.0,45183.0
2741,mall_11,Germany Third Parties,11,61009.0,store_163,2768,13/12/2013,,Fashion apparel,Family Fashion,Family Fashion,7700303.0,599564.0,61.0,-102755.0,11272.0,13327.0,8254.0,27723.0,6417.0,43295.0
2742,mall_11,Germany Third Parties,11,61009.0,store_1229,2769,28/02/2014,31/01/2021,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,6223549.0,629802.0,342.0,-27285.0,100550.0,11088.0,4482.0,48672.0,11727.0,10895.0
2743,mall_11,Germany Third Parties,11,61009.0,store_1230,2770,10/07/2014,15/10/2023,Fashion apparel,Family Fashion,Family Fashion,6697260.0,1119513.0,209.0,-63549.0,51891.0,1627.0,14761.0,79569.0,8930.0,108256.0
2744,mall_11,Germany Third Parties,11,61009.0,store_572,2771,05/09/2013,15/11/2022,Health & Beauty,Optician,Optician & Sunglasses,1412046.0,436770.0,182.0,-65745.0,39363.0,9556.0,12938.0,72280.0,577.0,81695.0
2745,mall_11,Germany Third Parties,11,61009.0,store_203,2772,07/09/2014,,Fashion apparel,Lingerie & Underwear,Women underwear,2637786.0,349954.0,25.0,-30103.0,12227.0,7883.0,10724.0,13488.0,8392.0,119486.0
2746,mall_11,Germany Third Parties,11,61009.0,store_488,2773,01/09/2014,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,6187097.0,1293323.0,87.0,-78721.0,42484.0,11143.0,10652.0,1590.0,6826.0,63224.0
2747,mall_11,Germany Third Parties,11,61009.0,store_496,2774,30/09/2014,,Bags & Footwear & Accessories,Footwear,Family footwear,6517127.0,500675.0,57.0,-19996.0,11665.0,11256.0,14532.0,18465.0,13246.0,104033.0
2748,mall_11,Germany Third Parties,11,61009.0,store_1231,2775,01/08/2014,,Health & Beauty,Others,Vitamines and Sports Nutrition,8057538.0,781217.0,65.0,-7329.0,72916.0,1912.0,11774.0,48824.0,13699.0,77580.0
2749,mall_11,Germany Third Parties,11,61009.0,store_1232,2776,23/10/2014,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Coffee beans & capsules,2710392.0,1037531.0,24.0,-7636.0,21674.0,12196.0,11046.0,36613.0,14360.0,81112.0
2750,mall_11,Germany Third Parties,11,61009.0,store_136,2777,14/11/2014,27/02/2022,Fashion apparel,Family Fashion,Family Fashion,7435770.0,591560.0,191.0,-68173.0,60659.0,12.0,11360.0,16960.0,12593.0,96748.0
2751,mall_11,Germany Third Parties,11,61009.0,store_364,2778,26/11/2014,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,3001241.0,177887.0,498.0,-11866.0,27850.0,2292.0,6549.0,61111.0,8884.0,74555.0
2752,mall_11,Germany Third Parties,11,61009.0,store_899,2779,09/12/2014,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,9361788.0,814710.0,406.0,-123942.0,75129.0,6482.0,2343.0,35711.0,10130.0,25456.0
2753,mall_11,Germany Third Parties,11,61009.0,store_1233,2780,23/10/2014,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,548829.0,852850.0,383.0,-85806.0,89927.0,3342.0,15601.0,5610.0,16551.0,44793.0
2754,mall_11,Germany Third Parties,11,61009.0,store_165,2781,02/09/2014,,Fashion apparel,Women's Fashion,Women's Fashion,9914591.0,874906.0,21.0,-51975.0,18173.0,3749.0,10805.0,64909.0,11124.0,105616.0
2755,mall_11,Germany Third Parties,11,61009.0,store_1234,2782,21/02/2015,,Food & Beverage Services,Gourmet Food Products,Regional Gourmet,8419410.0,1199352.0,19.0,-83200.0,61711.0,4219.0,1413.0,22706.0,4288.0,40762.0
2756,mall_11,Germany Third Parties,11,61009.0,store_1235,2783,26/02/2015,,Services,Other product-related services,Others Products related services,8640897.0,1117657.0,472.0,-24966.0,5476.0,240.0,13083.0,15600.0,15967.0,114521.0
2757,mall_11,Germany Third Parties,11,61009.0,store_485,2784,10/04/2015,31/03/2021,Food & Beverage Services,Fast Meal,Salades & Bio & Healthy,9474236.0,1135778.0,47.0,-10120.0,46982.0,9041.0,11931.0,12778.0,4730.0,26919.0
2758,mall_11,Germany Third Parties,11,61009.0,store_660,2785,01/02/2015,11/02/2024,Fashion apparel,Family Fashion,Family Fashion,1629013.0,1286540.0,266.0,-122393.0,21391.0,8719.0,3240.0,44673.0,10940.0,27199.0
2759,mall_11,Germany Third Parties,11,61009.0,store_39,2786,19/06/2015,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,8753015.0,306147.0,134.0,-24637.0,33021.0,10160.0,3175.0,31379.0,7256.0,113846.0
2760,mall_11,Germany Third Parties,11,61009.0,store_80,2787,10/08/2015,30/06/2023,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,3633275.0,48044.0,345.0,-102778.0,41319.0,135.0,4489.0,70068.0,9674.0,52109.0
2761,mall_11,Germany Third Parties,11,61009.0,store_470,2788,13/08/2015,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,217325.0,1077304.0,68.0,-72355.0,70414.0,13412.0,9912.0,43866.0,10079.0,116865.0
2762,mall_11,Germany Third Parties,11,61009.0,store_1236,2789,18/09/2015,,Bags & Footwear & Accessories,Footwear,Women footwear,973448.0,654382.0,176.0,-89237.0,49178.0,7604.0,11984.0,69003.0,9189.0,24950.0
2763,mall_11,Germany Third Parties,11,61009.0,store_150,2790,22/10/2015,,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,2051422.0,1134796.0,355.0,-47340.0,63911.0,10220.0,11726.0,2710.0,12696.0,113924.0
2764,mall_11,Germany Third Parties,11,61009.0,store_1237,2791,01/10/2015,,Gifts,Florists,Florists,3564238.0,126940.0,181.0,-55417.0,735.0,1441.0,10191.0,68361.0,13471.0,72673.0
2765,mall_11,Germany Third Parties,11,61009.0,store_476,2792,10/10/2015,,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",1973621.0,887471.0,405.0,-9059.0,18192.0,8408.0,11898.0,16357.0,4142.0,122348.0
2766,mall_11,Germany Third Parties,11,61009.0,store_516,2793,19/10/2015,,Services,Imaterial services,Public services,1460939.0,798768.0,89.0,-81424.0,80611.0,2643.0,11470.0,48373.0,6459.0,113857.0
2767,mall_11,Germany Third Parties,11,61009.0,store_1238,2794,10/11/2015,,Gifts,Themed Gift,Themed gift,2731339.0,884388.0,330.0,-3547.0,85290.0,3719.0,10254.0,78332.0,1437.0,50260.0
2768,mall_11,Germany Third Parties,11,61009.0,store_625,2796,17/03/2016,,Fashion apparel,Family Fashion,Family Fashion,2535096.0,144827.0,15.0,-38783.0,30981.0,13008.0,7448.0,41899.0,5313.0,122882.0
2769,mall_11,Germany Third Parties,11,61009.0,store_1239,2797,07/04/2016,,Food & Beverage Services,Gourmet Food Products,Chocolate,2512934.0,132466.0,88.0,-24412.0,50145.0,4027.0,5325.0,67441.0,15414.0,61123.0
2770,mall_11,Germany Third Parties,11,61009.0,store_1240,2798,04/05/2016,31/07/2022,Fashion apparel,Women's Fashion,Women's Fashion,4314284.0,1199575.0,8.0,-114816.0,68849.0,6790.0,9480.0,43250.0,9188.0,87488.0
2771,mall_11,Germany Third Parties,11,61009.0,store_1241,2799,25/05/2016,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,3102753.0,97853.0,466.0,-119121.0,97511.0,12255.0,7497.0,46148.0,10568.0,90994.0
2772,mall_11,Germany Third Parties,11,61009.0,store_90,2800,31/05/2016,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,8542549.0,1148204.0,206.0,-95315.0,44123.0,2542.0,6964.0,57664.0,6581.0,105598.0
2773,mall_11,Germany Third Parties,11,61009.0,store_1242,2801,01/06/2016,,Services,Imaterial services,Travel Agency,7652480.0,374903.0,319.0,-62922.0,19677.0,8544.0,2791.0,24867.0,5285.0,65706.0
