,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
833,16,1761,365.5009005918175,180.0,5105.0,44615.92,1078505.31,1584.72,38307.57,580007,14020569,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_807,15/12/1992,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,,915044.0,221.0,,67098.0,0.0,,,,
834,23,6079,333.39003645200484,180.0,10061.0,3193.31,244627.0,113.42,8688.94,41513,3180151,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3653,01/01/2013,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,4149935.0,112176.0,49.0,,,1991.0,6171.0,25361.0,,
835,26,6535,319.43993643302593,180.0,11134.0,6453.62,268207.15,229.23,9526.48,83897,3486693,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3830,18/12/2009,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,387338.0,,155.07,,57380.0,8167.0,,,11529.0,1055.0
836,30,7426,1981.69095466712,2220.0,1765.0,15623.27,835402.64,586.54,31363.24,171856,9189429,293,Westfield Arkadia,Poland,6.0,77325.5,store_710,17/05/2017,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Italian - Fast Meal,4841235.0,52147.0,319.5,,98914.0,7181.0,6759.0,,,
837,32,11429,137.77017186134577,120.0,12156.0,17799.33,907652.33,671.67,34251.03,106796,5445914,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4526,31/03/2012,2099-01-01 00:00:00,Culture & Media & Technology,"Books, Music & Multimedia",Newspapers,4827099.0,117443.0,35.08,,602.0,6191.0,18687.0,,,130821.0
838,13,7786,2252.1918874795933,2340.0,308.0,9415.4,202533.0,339.91,7311.66,94154,2025330,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_267,17/10/2022,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,83616.0,86100.0,332.0,,8970.0,3054.0,2099.0,1652.0,,
839,18,11143,976.42962339575,300.0,9339.0,4024.0,615831.25,209.04,31991.23,16096,2463325,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3091,19/01/2021,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,,148113.0,146.0,,,0.0,1815.0,53602.0,,
840,23,5945,1600.2116212338594,1380.0,10216.0,3072.15,276852.46,109.12,9833.56,39938,3599082,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3759,03/05/2019,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,,,116.0,,947.0,0.0,3872.0,,,867.0
841,30,7372,1316.254834658853,420.0,1658.0,16413.64,812422.09,616.21,30500.49,180550,8936643,293,Westfield Arkadia,Poland,6.0,77325.5,store_865,20/10/2004,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,448878.98,251991.0,63.0,,1733.0,0.0,,,,
842,32,11531,1947.942319151472,840.0,12426.0,138546.67,966578.33,5228.18,36474.65,831280,5799470,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4345,28/06/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,15709293.0,,1103.51,,274954.0,0.0,1486.0,,3124.0,
843,32,11531,1947.942319151472,840.0,12306.0,138546.67,966578.33,5228.18,36474.65,831280,5799470,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4345,06/08/2018,27/06/2024,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,11096570.0,,0.0,,506.0,973.0,,104845.0,,
844,33,6855,1717.072410096482,300.0,1990.0,3819.27,423294.91,132.11,14642.28,42012,4656244,318,Westfield Mokotow,Poland,5.0,65330.2,store_122,29/11/2012,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,55567.0,113767.0,168.92,,,18891.0,751.0,3583.0,,
845,10,4465,576.6552305634704,240.0,1445.0,2948.0,225679.77,104.71,8015.95,38324,2933837,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_779,25/11/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,13435500.0,120856.0,100.5,-15777.0,16397.0,9069.0,,,,
846,19,7045,1073.2969786293295,1020.0,667.0,17875.0,437030.64,671.08,16407.29,196625,4807337,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_35,21/07/2022,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Fish & Seaproducts,448810.0,49919.0,468.0,,,0.0,,,1618.0,27480.0
847,14,5157,584.8266826671658,420.0,4840.0,27102.31,784594.23,962.65,27868.1,352330,10199725,366,Westfield La Part Dieu,France,17.0,141267.4,store_1346,02/10/2010,2099-01-01 00:00:00,Gifts,Themed Gift,Themed gift,2529242.0,86095.0,505.0,,,0.0,,,,
848,12,2819,319.09725158562367,180.0,4629.0,3104.31,238276.85,110.56,8486.57,40356,3097599,365,Westfield Forum Des Halles,France,19.0,74438.4,store_1682,09/06/2016,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,446635.0,,97.0,,34153.0,33749.0,,3966.0,,
849,32,11643,2046.118421052632,1800.0,12281.0,19151.17,1506834.5,722.69,56861.68,114907,9041007,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4560,13/09/2011,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Asian - Fast Meal,2822727.0,,167.42,,226957.0,5566.0,,,,
850,36,1315,426.19348001614856,180.0,7290.0,18766.0,574463.5,773.86,23689.22,75064,2297854,97,Westfield CentrO,Germany,35.0,139180.0,store_30,01/04/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Jeans,56285082.0,,271.0,,354.0,5655.0,7645.0,,,
851,7,4817,455.9485901955883,180.0,5890.0,32017.0,606114.33,1239.37,23462.49,192102,3636686,155,Westfield Vélizy 2,France,14.0,104280.1,store_71,31/12/1980,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1735306.0,51408.0,219.0,,10009.0,-5692.0,,6244.0,,21775.0
852,7,4840,474.9047605767354,240.0,5997.0,12637.44,820991.89,453.14,29437.96,113737,7388927,251,Westfield Vélizy 2,France,14.0,104280.1,store_30,10/11/2018,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Jeans,1993121.0,68412.0,173.0,,12818.0,14376.0,,,,
853,33,6905,404.03342863426434,180.0,2211.0,2367.82,376647.73,81.91,13028.69,26046,4143125,318,Westfield Mokotow,Poland,5.0,65330.2,store_816,27/06/2023,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,17956580.0,151190.0,23.6,,,0.0,,,2485.0,
854,12,2991,848.0287384581762,480.0,4613.0,51871.23,611855.38,3121.88,36824.63,674326,7954120,216,Westfield Forum Des Halles,France,19.0,74438.4,store_101,05/04/2016,2099-01-01 00:00:00,Gifts,Toys,Toys,52419.0,186314.0,491.0,,11555.0,3427.0,,17199.0,,
855,19,7152,534.1678192715538,240.0,384.0,4540.73,473550.45,170.47,17778.34,49948,5209055,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_83,01/08/2010,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,,803926.0,112.0,,2325.0,0.0,,18682.0,,
856,7,27,506.1487092594438,300.0,5984.0,19739.56,608621.78,707.79,21823.09,177656,5477596,251,Westfield Vélizy 2,France,14.0,104280.1,store_355,07/12/2017,09/11/2023,Fashion apparel,Family Fashion,Family Fashion,2884297.0,96821.0,0.0,,33450.0,9040.0,29257.0,,954.0,
857,7,27,506.1487092594438,300.0,6069.0,19739.56,608621.78,707.79,21823.09,177656,5477596,251,Westfield Vélizy 2,France,14.0,104280.1,store_355,10/11/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,,379.8,,15093.0,0.0,,1720.0,,
858,13,7673,1106.1591436541355,780.0,82.0,138049.0,393892.2,5056.74,14428.29,1380490,3938922,273,Westfield Donau Zentrum,Austria,0.0,108440.8,store_79,02/07/2012,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,2114704.0,151119.0,11531.14,,7747.0,12380.0,,486.0,,265.0
859,14,5076,742.6914339552256,360.0,4857.0,40527.92,862235.54,1439.52,30625.85,526863,11209062,366,Westfield La Part Dieu,France,17.0,141267.4,store_1338,26/04/2013,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,35500.0,480380.0,128.0,,3419.0,0.0,,,,
860,14,5177,415.9570399551421,240.0,4829.0,31704.62,463559.15,1126.12,16465.22,412160,6026269,366,Westfield La Part Dieu,France,17.0,141267.4,store_1977,17/11/2010,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,1820444.0,,310.0,,35000.0,7874.0,,,,
861,22,6604,379.8123415046492,240.0,4382.0,15323.33,459479.08,539.24,16169.35,183880,5513749,341,Westfield Euralille,France,26.0,58389.7,store_1895,05/07/2006,2099-01-01 00:00:00,Health & Beauty,Pharmacy,Pharmacy,3784990.0,,223.0,,30266.0,5661.0,17735.0,25363.0,,84357.0
862,25,6212,1028.1345900920649,600.0,11559.0,3024.9,1095355.2,113.29,41024.54,30249,10953552,267,Westfield Parquesur,Spain,61.0,91858.1,store_3987,02/09/2022,05/10/2024,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,341988.0,,70.0,,5380.0,0.0,,23011.0,,
863,28,5746,2159.1339529797706,2100.0,9923.0,1867.85,809637.23,66.34,28757.61,24282,10525284,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3632,22/07/2016,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",5441276.0,66183.0,30.0,-35700.0,46945.0,9643.0,,722.0,,
864,32,10938,214.28786462015643,120.0,12398.0,24366.5,1474147.5,919.49,55628.21,146199,8844885,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_913,21/09/2023,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,1799353.0,,219.81,,384.0,705.0,,,,568.0
865,32,11421,1008.520701654712,780.0,12418.0,14176.0,1039098.67,534.94,39211.27,85056,6234592,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4603,20/04/2024,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,,31946.0,125.2,,12079.0,8607.0,,,,
866,23,5938,261.7668033671487,180.0,10222.0,16982.08,450455.77,603.19,15999.8,220767,5855925,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3585,23/08/2019,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2503452.0,78155.0,155.0,,10733.0,1663.0,,,,
867,30,7336,671.7897172379093,420.0,1769.0,37211.27,1198629.27,1397.01,44999.73,409324,13184922,293,Westfield Arkadia,Poland,6.0,77325.5,store_783,31/08/2017,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,1806539.91,90000.0,1034.2,,,0.0,,41451.0,,
868,12,2861,440.99077965251206,300.0,4576.0,28951.15,456243.62,1028.32,16205.37,376365,5931167,366,Westfield Forum Des Halles,France,19.0,74438.4,store_1338,26/02/2011,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,30226144.0,378663.0,121.0,,35563.0,20286.0,7262.0,324056.0,,
869,25,6257,1434.686588565004,1080.0,11571.0,17765.15,584642.46,631.0,20765.99,230947,7600352,366,Westfield Parquesur,Spain,61.0,91858.1,store_2168,01/09/2023,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,1390632.0,182947.0,349.0,,,0.0,,5796.0,,
870,17,4270,1245.666755924488,300.0,5831.0,16275.89,876036.0,626.0,33693.69,146483,7884324,234,Westfield Rosny 2,France,15.0,98221.7,store_1718,22/10/2022,08/10/2023,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,2118323.5,,0.0,,98353.0,0.0,,,,
871,17,4270,1245.666755924488,300.0,5854.0,16275.89,876036.0,626.0,33693.69,146483,7884324,234,Westfield Rosny 2,France,15.0,98221.7,store_1437,24/05/2024,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,1419701.0,,265.0,,76530.0,0.0,,413.0,,7466.0
872,13,7559,379.0117291836024,240.0,126.0,2766.4,233459.5,102.08,8614.74,27664,2334595,271,Westfield Donau Zentrum,Austria,0.0,108440.8,store_119,09/04/2015,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,,187790.0,164.0,,5074.0,7649.0,1736.0,,,9752.0
873,12,2811,754.6535542430662,300.0,4632.0,28469.46,287204.77,1011.21,10201.26,370103,3733662,366,Westfield Forum Des Halles,France,19.0,74438.4,store_521,22/09/2016,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,1017152.0,,435.0,,149676.0,0.0,,,,524.0
874,22,6686,853.0898770104068,360.0,4450.0,28331.58,850991.0,999.94,30034.98,339979,10211892,340,Westfield Euralille,France,26.0,58389.7,store_1180,02/12/2016,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,460749.0,131.0,,,16576.0,,11418.0,,
875,33,6830,278.05035308566164,180.0,2111.0,11417.91,549653.45,394.96,19013.17,125597,6046188,318,Westfield Mokotow,Poland,5.0,65330.2,store_149,30/03/2019,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Confectionery,921818.0,127611.0,67.9,,,0.0,,4665.0,,
876,14,4955,3712.265106853353,3900.0,4880.0,4348.77,921827.69,154.46,32742.51,56534,11983760,366,Westfield La Part Dieu,France,17.0,141267.4,store_1983,12/01/2015,2099-01-01 00:00:00,Fitness,Microfitness,Microfitness,586574.0,,455.0,,34516.0,83870.0,,80256.0,,
877,16,1753,1067.1598494962982,600.0,5143.0,9507.77,1342516.92,337.71,47685.03,123601,17452720,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1501,01/01/2008,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,68674.0,179740.0,152.0,,22166.0,0.0,,61691.0,,
878,16,1882,397.563434894672,240.0,5392.0,27411.75,564057.25,1029.55,21185.25,219294,4512458,213,Westfield Les Quatre Temps,France,20.0,92213.8,store_355,14/06/2024,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,28729363.03,71414.0,600.0,,,5228.0,,115364.0,,
879,33,6844,560.1258233022938,240.0,2047.0,8245.09,557229.91,285.21,19275.25,90696,6129529,318,Westfield Mokotow,Poland,5.0,65330.2,store_23,04/04/2016,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,3810808.0,,115.8,,,0.0,,,3170.0,
880,12,2980,555.2583110421781,420.0,4610.0,68952.88,981586.0,2965.72,42218.75,551623,7852688,186,Westfield Forum Des Halles,France,19.0,74438.4,store_468,05/04/2016,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,,9382951.0,712.0,,82874.0,32422.0,,,10151.0,635.0
881,12,2825,819.5835332501679,180.0,4689.0,5208.23,536894.62,184.99,19070.03,67707,6979630,366,Westfield Forum Des Halles,France,19.0,74438.4,store_1333,13/07/2022,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1106727.0,275753.0,136.0,,,0.0,,63213.0,,
882,16,1725,4208.677211238293,2580.0,5229.0,54546.62,1182013.15,1937.45,41984.07,709106,15366171,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1480,23/09/2016,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,7648987.0,,223.0,,,42284.0,,98513.0,,
883,19,7049,1474.6435331230284,720.0,552.0,15833.27,437028.0,594.42,16407.19,174166,4807308,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_222,28/06/2018,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Asian - Fast Meal,3742479.0,3382293.0,146.58,,513.0,12047.0,,101105.0,,
884,36,1155,295.90004489001944,240.0,7315.0,7241.25,435440.0,298.61,17956.29,28965,1741760,97,Westfield CentrO,Germany,35.0,139180.0,store_428,01/02/2023,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Wines and spirits,,,207.0,,291038.0,2638.0,,,,
885,10,4626,251.3917050691244,180.0,1169.0,5349.77,832615.62,190.02,29573.78,69547,10824003,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_488,01/07/2015,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1138826.56,1423859.0,73.6,,9315.0,2966.0,10704.0,,,349.0
886,36,1094,265.3820424375457,180.0,7307.0,46916.75,756749.75,1934.71,31206.18,187667,3026999,97,Westfield CentrO,Germany,35.0,139180.0,store_2629,06/12/2023,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Confectionery,,,176.0,,149886.0,0.0,,,,307529.0
887,15,588,680.8779813342551,240.0,5511.0,5196.38,608827.31,184.57,21625.01,67553,7914755,366,Westfield Parly 2,France,12.0,108792.5,store_39,19/11/2016,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2250720.0,61603.0,68.0,,10648.0,0.0,7879.0,120851.0,,247.0
888,17,4299,1668.5228632990184,1200.0,5702.0,2414.31,1015165.08,85.75,36057.78,31386,13197146,366,Westfield Rosny 2,France,15.0,98221.7,store_1363,22/10/2009,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",587216.06,,67.0,,2185.0,6315.0,,93812.0,,
889,33,6838,2168.552612741589,660.0,2046.0,16849.45,707783.0,582.84,24483.06,185344,7785613,318,Westfield Mokotow,Poland,5.0,65330.2,store_139,09/03/2016,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,10338746.0,,90.48,,,0.0,,,,
890,10,4631,710.0355029585799,180.0,1488.0,851.0,449585.2,34.88,18425.62,4255,2247926,122,Westfield Chodov,Czech Republic,4.0,91831.5,store_800,13/09/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,292244.0,,36.1,,,0.0,5007.0,,,
891,10,4631,710.0355029585799,180.0,1488.0,260.25,404549.0,9.91,15411.39,1041,1618196,105,Westfield Chodov,Czech Republic,4.0,91831.5,store_800,13/09/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,292244.0,,36.1,,,0.0,5007.0,,,
892,10,4631,710.0355029585799,180.0,1482.0,851.0,449585.2,34.88,18425.62,4255,2247926,122,Westfield Chodov,Czech Republic,4.0,91831.5,store_796,18/05/2024,30/08/2024,Fashion apparel,Family Fashion,Family Fashion,,154800.0,0.0,,-18691.0,9393.0,3004.0,,47715.0,
893,10,4631,710.0355029585799,180.0,1482.0,260.25,404549.0,9.91,15411.39,1041,1618196,105,Westfield Chodov,Czech Republic,4.0,91831.5,store_796,18/05/2024,30/08/2024,Fashion apparel,Family Fashion,Family Fashion,,154800.0,0.0,,-18691.0,9393.0,3004.0,,47715.0,
894,18,11298,4083.162036137556,3540.0,9390.0,28911.75,191172.75,1501.91,9931.05,115647,764691,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3306,03/03/2020,2099-01-01 00:00:00,Entertainment,Entertainment,Cinemas,3662877.0,,6520.0,,18392.0,0.0,,5608.0,,6296.0
895,13,7561,449.668171164016,300.0,102.0,43164.2,577732.1,1563.92,20932.32,431642,5777321,276,Westfield Donau Zentrum,Austria,0.0,108440.8,store_97,01/08/2013,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,1374952.0,,936.0,,950.0,18288.0,,,,238613.0
896,26,6420,350.58262385885735,120.0,11288.0,10439.23,683572.69,370.79,24279.9,135710,8886445,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3870,29/07/2021,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,999603.0,321343.0,62.33,,,941.0,,,,
897,32,11603,2618.081465000856,2880.0,12284.0,23409.0,254517.5,883.36,9604.43,140454,1527105,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_3311,13/09/2011,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,3511793.8,53354.0,456.93,,,0.0,,2132.0,,78736.0
898,7,4895,705.3183747725894,360.0,6076.0,4745.78,598682.0,170.85,21552.55,42712,5388138,250,Westfield Vélizy 2,France,14.0,104280.1,store_1442,09/12/2023,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Juices,,36885.0,50.0,,,2596.0,,,,
899,10,4684,1118.1591473945828,660.0,1274.0,76499.31,1184969.54,2717.19,42089.08,994491,15404604,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_40,11/10/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1011238.0,124710.0,4523.2,,,0.0,,,,320.0
900,7,3,361.4728066693132,180.0,5989.0,13460.89,464864.78,482.66,16668.46,121148,4183783,251,Westfield Vélizy 2,France,14.0,104280.1,store_109,28/03/2018,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,347818.48,97328.0,159.0,,95768.0,0.0,,3032.0,,51412.0
901,17,4372,305.5554552838192,180.0,5857.0,5487.17,612515.83,230.23,25699.97,32923,3675095,143,Westfield Rosny 2,France,15.0,98221.7,store_1837,23/08/2024,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,,497305.0,173.0,,386.0,5333.0,,,,
902,14,5186,2369.184568835098,1980.0,4781.0,22832.23,619975.08,810.98,22020.97,296819,8059676,366,Westfield La Part Dieu,France,17.0,141267.4,store_654,01/07/1989,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,2795515.0,602224.0,382.0,,,2712.0,11387.0,6360.0,,902.0
903,18,11087,574.1757719714965,360.0,9283.0,1627.25,310710.75,84.53,16140.82,6509,1242843,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3176,27/09/2017,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,1654545.0,202500.0,184.0,,191623.0,1438.0,,296.0,,1121.0
904,33,6791,585.4104754829124,360.0,2237.0,5673.5,568513.1,214.91,21534.59,56735,5685131,264,Westfield Mokotow,Poland,5.0,65330.2,store_350,24/04/2024,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,137143.31,196268.0,248.6,,55721.0,0.0,,22288.0,4989.0,
905,10,4633,298.1789325391872,180.0,1410.0,7641.08,456025.77,271.4,16197.64,99334,5928335,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_763,01/03/2022,2099-01-01 00:00:00,Home,Furniture & Interior Design,Tableware and kitchen tools,486981.0,291663.0,170.4,,26902.0,4820.0,,,,
906,18,11147,297.37576244739705,180.0,9488.0,8956.5,454851.75,465.27,23628.66,35826,1819407,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_325,01/02/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Jeans,,107049.0,220.0,,48383.0,0.0,,5546.0,,
907,17,4312,533.8057469144218,420.0,5712.0,18004.92,902322.85,639.52,32049.72,234064,11730197,366,Westfield Rosny 2,France,15.0,98221.7,store_1346,01/10/2010,2099-01-01 00:00:00,Gifts,Themed Gift,Themed gift,313297.0,10263150.0,304.0,,,7867.0,,,7296.0,53699.0
908,28,5796,1588.5488360216198,900.0,9952.0,31997.31,260176.85,1136.52,9241.25,415965,3382299,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_2643,11/12/2019,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,,2065557.0,288.0,,35063.0,0.0,,,,1281.0
909,30,7358,840.8440029855888,360.0,1714.0,3393.82,675043.09,127.41,25342.91,37332,7425474,293,Westfield Arkadia,Poland,6.0,77325.5,store_827,06/09/2014,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,,291445.0,115.0,,7813.0,0.0,3904.0,,,
910,14,5191,1059.18795049365,360.0,4941.0,49366.85,1648734.62,1753.47,58561.61,641769,21433550,366,Westfield La Part Dieu,France,17.0,141267.4,store_1797,21/09/2020,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,3226410.0,,146.0,,50100.0,0.0,,,3894.0,179469.0
911,28,5683,1721.625643961076,1080.0,9945.0,1012.08,384463.92,35.95,13655.82,13157,4998031,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3644,30/08/2019,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,3308990.77,122471.0,118.0,,4999.0,5421.0,,8628.0,,
912,30,7388,229.84757505773672,120.0,1667.0,12604.0,733693.91,473.19,27544.82,138644,8070633,293,Westfield Arkadia,Poland,6.0,77325.5,store_293,20/10/2004,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,569799.0,45030.0,75.0,,22982.0,0.0,31692.0,6007.0,,
913,25,6236,828.8399762046402,300.0,11589.0,1887.29,503750.0,75.93,20265.8,13211,3526250,174,Westfield Parquesur,Spain,61.0,91858.1,store_4063,23/07/2024,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Latino-American - Fast Meal,626668.7,141786.0,31.0,,,0.0,1442.0,,,11385.0
914,25,6236,828.8399762046402,300.0,11515.0,1887.29,503750.0,75.93,20265.8,13211,3526250,174,Westfield Parquesur,Spain,61.0,91858.1,store_4186,03/08/2020,13/10/2023,Food & Beverage Services,Fast Meal,Latino-American - Fast Meal,4320449.0,98671.0,0.0,,12039.0,0.0,,6034.0,,
915,13,7656,315.1318569858845,240.0,303.0,8811.6,248725.0,321.59,9077.55,88116,2487250,274,Westfield Donau Zentrum,Austria,0.0,108440.8,store_263,22/09/2022,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",10463874.0,,81.88,,,0.0,,448029.0,,
916,14,5104,492.7902804147076,300.0,4952.0,63982.69,695276.69,2272.61,24695.62,831775,9038597,366,Westfield La Part Dieu,France,17.0,141267.4,store_15,28/11/2020,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,523912.0,,1039.1,,149863.0,0.0,2841.0,95538.0,4291.0,
917,30,7342,344.2490073479074,180.0,1693.0,9258.91,733692.64,347.6,27544.77,101848,8070619,293,Westfield Arkadia,Poland,6.0,77325.5,store_334,12/04/2013,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,97385654.0,970543.0,286.0,,30730.0,2583.0,71421.0,,,
918,10,4598,386.7641903025629,240.0,1453.0,16604.85,747795.38,589.79,26561.04,215863,9721340,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_133,23/09/2022,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2012458.14,640691.0,163.6,,15174.0,2516.0,4527.0,74687.0,,
